team_name,player_name,player_batLR,opponents,pitcherLR,runners,strikes,pitch_course,pitch_type,pitch_height,hit_type,x_coord,y_coord
近畿大学.csv,田村好誠,右,京大以外,左,得点圏,2,外,カーブ,真中,ライナー,406,689
近畿大学.csv,田村好誠,右,京大以外,左,得点圏,2,外,ストレート,低め,ライナー,696,456
関西学院大学.csv,深田元貴,左,京大以外,右,なし,1,内,ストレート,低め,ゴロ,466,383
関西学院大学.csv,塚野勇太,右,京大以外,右,なし,0,内,ストレート,真中,フライ,399,683
関西学院大学.csv,塚野勇太,右,京大以外,右,なし,1,外,ストレート,真中,ゴロ,295,349
近畿大学.csv,谷本颯太,左,京大以外,左,なし,1,真中,ストレート,真中,ゴロ,314,342
近畿大学.csv,勝田成,左,京大以外,左,なし,0,内,ストレート,真中,フライ,581,290
関西学院大学.csv,中川将心,右,京大以外,右,なし,0,真中,ストレート,高め,フライ,540,230
関西学院大学.csv,渡部遥斗,左,京大以外,右,なし,2,内,ストレート,真中,ゴロ,501,434
関西学院大学.csv,福谷宇楽,右,京大以外,右,なし,1,真中,ストレート,低め,フライ,112,148
関西学院大学.csv,宮原大和,左,京大以外,右,なし,0,内,ストレート,高め,ライナー,355,682
近畿大学.csv,阪上翔也,左,京大以外,左,なし,1,内,スライダー,高め,ライナー,353,679
近畿大学.csv,阪上翔也,左,京大以外,左,なし,2,内,スライダー,真中,ライナー,633,507
近畿大学.csv,阪上翔也,左,京大以外,左,なし,2,真中,スライダー,低め,フライ,411,219
近畿大学.csv,三木太介,右,京大以外,左,1塁,0,外,ストレート,真中,フライ,561,285
近畿大学.csv,田村好誠,右,京大以外,左,得点圏,2,外,スライダー,低め,ライナー,677,479
関西学院大学.csv,山本晃也,左,京大以外,右,なし,1,内,ストレート,真中,ゴロ,457,349
関西学院大学.csv,高嶋奨哉,右,京大以外,右,なし,2,真中,ストレート,真中,フライ,607,525
関西学院大学.csv,高嶋奨哉,右,京大以外,右,なし,2,外,ストレート,高め,フライ,555,571
関西学院大学.csv,深田元貴,左,京大以外,右,1塁,1,内,ストレート,低め,ゴロ,569,326
関西学院大学.csv,塚野勇太,右,京大以外,右,得点圏,0,外,カーブ,低め,ゴロ,381,663
関西学院大学.csv,塚野勇太,右,京大以外,右,得点圏,1,外,カーブ,真中,ゴロ,243,429
近畿大学.csv,渡邊升翔,右,京大以外,左,なし,0,外,ストレート,真中,ライナー,387,696
近畿大学.csv,渡邊升翔,右,京大以外,左,なし,1,外,スライダー,低め,ゴロ,304,385
近畿大学.csv,勝田成,左,京大以外,左,なし,1,内,ストレート,高め,ゴロ,559,547
近畿大学.csv,勝田成,左,京大以外,左,なし,2,内,ストレート,高め,フライ,152,577
近畿大学.csv,勝田成,左,京大以外,左,なし,2,外,スライダー,真中,ライナー,497,285
近畿大学.csv,久保尊,左,京大以外,左,1塁,0,真中,ストレート,真中,フライ,109,321
関西学院大学.csv,渡部遥斗,左,京大以外,右,得点圏,0,内,スライダー,真中,ゴロ,489,405
関西学院大学.csv,福谷宇楽,右,京大以外,右,得点圏,1,外,スライダー,真中,ゴロ,421,330
近畿大学.csv,阪上翔也,左,京大以外,左,なし,1,内,ストレート,高め,フライ,329,689
近畿大学.csv,阪上翔也,左,京大以外,左,なし,2,内,スライダー,低め,フライ,566,308
近畿大学.csv,伊藤愛都,左,京大以外,左,なし,1,内,ストレート,高め,ゴロ,127,527
近畿大学.csv,伊藤愛都,左,京大以外,左,なし,2,内,スライダー,真中,フライ,689,456
近畿大学.csv,伊藤愛都,左,京大以外,左,なし,2,内,ストレート,高め,フライ,527,533
近畿大学.csv,三木太介,右,京大以外,左,なし,1,外,スライダー,低め,フライ,439,699
関西学院大学.csv,宮原大和,左,京大以外,右,なし,1,外,スライダー,真中,ゴロ,485,365
関西学院大学.csv,山本晃也,左,京大以外,右,なし,0,内,ストレート,高め,ゴロ,519,348
関西学院大学.csv,角野健士,左,京大以外,右,得点圏,0,内,スライダー,真中,フライ,175,333
関西学院大学.csv,中川将心,右,京大以外,右,得点圏,1,内,チェンジアップ,低め,ゴロ,471,359
近畿大学.csv,八幡大介,左,京大以外,右,なし,0,内,カーブ,低め,ゴロ,565,325
